Bubble Tea Shop,Latitude,Longitude,Place ID,Number of Nearby Colleges,Nearby Colleges,Average Distance to Colleges (m),Shortest Distance to Colleges (m),Number of Nearby Schools,Nearby Schools,Average Distance to Schools (m),Shortest Distance to Schools (m)
Bubble Tea Shop,45.4981713,-73.6267989,ChIJy-aPl0UZyUwR18xQZEM5azQ,38,"['College Jean-de-Brebeuf', 'HEC Montreal', 'Faculty of Continuing Education of the University of Montreal', 'Centre for International Peace and Security Studies', 'International Journal of Arts Management', 'UdeM - Reception and study management service', 'University of Montreal Bookstore - Jean-Brillant Pavilion', ""Centre de l'engagement étudiant"", 'Editions Themis Universite', 'UdeM – Roger-Gaudry Pavillon', 'UdeM – Faculté de droit', 'UdeM – Pavillon Jean-Coutu', 'Clinique universitaire de la vision | Université de Montréal', 'Appartements La Sorbonne (Les)', 'Chaire de gestion des arts Carmelle et Rémi-Marcoux HEC Montréal', 'Club Art Social Brébeuf', 'Brébeuf', 'Université de Montréal Office of Communications and Public Relations', 'Université de Montréal - Office of Research Services and Development', ""École d'optométrie | Université de Montréal"", 'ACPUM', 'Decelles Building', 'UdeM – Lionel-Groulx Pavilion', 'SAFIRE', 'Faculté des arts et des sciences - Département d’anthropologie', 'Faculté des arts et des sciences - École de bibliothéconomie et des sciences de l’information', 'Faculté des arts et des sciences - Département d’informatique et de recherche opérationnelle', 'Marie of France International College', 'University of Montreal', 'Chaire UNESCO en paysage urbain', 'UdeM – Samuel-Bronfman Pavillon', 'University of Montréal - Faculty of Environmental Design', 'University of Montreal - Paul-G-Desmarais Building', 'Pavillon Claire McNicoll', 'Bibliothèque de mathématiques et informatique', 'UdeM – André-Aisenstadt Pavillon', ""Centre Interuniversitaire de Recherche sur les Réseaux d'Entreprise, la Logistique et le Transport (CIRRELT)"", 'LABORATORY FOR THE STUDY OF CALCIFIED TISSUES AND BIOMATERIALS']",938.2105263157895,344.0,58,"['College Jean-de-Brebeuf', 'HEC Montreal', 'Notre-Dame College', 'Garderie Métropolitain', 'Simonne-Monet School', 'Free Hebrew for Juniors', 'Aélum', 'Ecole de Coiffure International Hair School', 'UCMAS Abacus & Mental Math School', 'International School Marie de France', 'Programme Mile End High School', 'Coronation Elementary School', 'Tommaso', 'Barber Joseph', 'Manga Montréal', 'Marie-Victorin', 'Notre-Dame-des-Neiges Elementary School', 'Hihi', 'Garderie Qwaqwaq', '泾大学预科', 'Coop Bécik atelier de vélo', 'Yaya Garderie', 'École primaire Saint-Pascal-Baylon (CSSDM)', 'BBF', 'Church Nativité', 'Parking', 'Jaren the Voiceover', 'CPE Hôpital Sainte Justine 2eme installation', 'Parking Essaie 1', 'Cpe', 'Association Marketing HEC Montréal', 'School Entre Les Lignes', '준휘학교', 'UdeM – Lionel-Groulx Pavilion', 'Ciqss', 'Emica College', 'ICAJ', 'Atmique', 'ESIDEM - International School of Montreal', 'Cpe Chateau Des Neiges. Flag Chateau Des Neiges', 'Adult Education Program', 'Job Chsld', 'Jasmeet', 'MiA Services Canada', 'Genie Calcul Mental', 'Nursery Le Cocon Du Bonheur 2', 'United Talmud Torahs of Montreal Inc. (Snowdon School)', 'Les Petits Paons inc.', 'Maîtrise des Petits Chanteurs du Mont-Royal', 'Aefe School', 'École maternelle Collège international Marie de France', 'Garderie Familial', 'Ecole Azreli', 'Talmud Torah Elementary School', 'plamomdon school', 'Tutorat Lachine', 'Ecolaire', 'Bulgare School']",880.4655172413793,145
One Babo - Laval,45.5676282,-73.72743559999999,ChIJQVF4HyAjyUwRpV1fDj1uq7k,3,"['High School Collège Letendre', 'CEGEP', 'Studios Carpet Rouge Laval']",894.0,590.0,11,"['High School Collège Letendre', 'École Démosthène', 'School Driving', 'Julie Bergeron Danse Sociale', 'Middle School Montmorency | Continuing Education Center', 'Ecole Simon Vanier', 'LPS Language School', 'School', 'Cooking Camp Jess', 'CQPEL', ""Le Souk D'anichka: School Baladi""]",883.9090909090909,273
One Babo - Côte-Vertu,45.51250539999999,-73.6795752,ChIJiyPsxHQZyUwRyQA6OxH6SGs,8,"['CEGEP', 'CEGEP', 'Vanier College', 'CEGEP', 'CEGEP', 'Cegep Saint Laurent', '821 Sainte Croix Ave, Saint – Laurent, Montreal', 'N Building']",728.875,587.0,39,"['Mr Doremi', '3D VR Driving School', 'École de conduite • PRESTIGE • Driving School', 'Garvey Institute Inc', 'École primaire alternative Jonathan', 'Experts Conseils et Formation', 'La Class Auto School', 'School Secondary Saint Laurent Building Saint-Germain', 'Laurentide Elementary School', 'Peter Hall School Côte-Vertu', 'École primaire Cardinal-Léger', 'Ville Marie Montessori School', 'Peter Hall School Ouimet', 'مدرسه ساره', 'Garderie les amis de Meda', 'Museum Des Attisans', 'Katimavik Elementary School | Katimavik Building', 'College HC 汇程教育', 'Chorale - Bach Et Baroque', '蒙特利尔琴与炉音乐教育中心', 'UCMAS Abacus & Mental Math School', '1195 Obrien', 'Xu Zhi Violin', 'HONG BANG Vietnamese Language School', 'AFSL Pro', 'TaiChi', 'School', 'Scholl', 'École Secondaire Pierre-Laporte', 'School Lever Du Soleil', 'Brazil School', ""Pantonal Centres D'études Musicales"", 'Endurance Meritas', 'École primaire Enfant-Soleil', 'Parque al final de Henry Bourrasa oeste', ""L' atelier La girelle"", 'flamesh', 'ANNA Daycare', 'Garderie Academie Montessori A.M.I. Coeurs Brilliants (Bright Hearts Montessori)']",783.8717948717949,247
Bubble Tea Shop,45.4405365,-73.6929213,ChIJyeaKWrAXyUwRxOEgydm0VrM,1,['Gg'],922.0,922.0,12,"['Collège Saint-Louis', 'Berges-de-Lachine Elementary School', 'Philippe-Morin', 'Ecole de Voile de Lachine', 'Image De Math', 'Garderie Mille Doudous', 'Isha school new', 'Le HonkyTonk Lachine Danse Country', 'Club Chasse et Pêche', 'Victor-Therien Elementary School', 'Tss', 'Nursery Elliot']",985.5,653
Presotea Peel,45.50111,-73.57224269999999,ChIJrVgwbzwbyUwRJhhHFyPJfsg,60,"['McGill University', ""O'Sullivan College"", 'Desautels Faculty of Management, McGill University', 'Concordia University', 'University of Quebec at Montreal', 'NAD - École des arts numériques, de l’animation et du design', 'ISI, Higher Institute of Computer Science', 'McGill Executive Institute', 'McGill University Safety', 'Elite Consultation & Formation Association', 'Ordre Des Geologues', 'Canada College', 'English and French Language Programs', 'Department of East Asian Studies', 'McGill University Service Point', 'McGill School of Continuing Studies', 'Department of Atmospheric and Oceanic Sciences', 'Laval University - Montreal Office', 'McGill', 'Trottier Space Institute', 'Immersive and Creative Technologies Lab, Concordia University', 'Concordia Bootcamps', 'JIS education 菁华学院', 'Newman Centre of McGill University', 'Herzing College Montreal', 'School Show-Business', 'Education Canada College', 'Trebas Institute', 'Stewart Biology Building - McGill University 🎓🏫', 'EMBA McGill - HEC Montreal', 'The Presbyterian College, Montreal', 'John Molson School of Business', 'Mcit', 'TAC College Solutions Inc', ""Majlis ta'lim Nurul mangsub"", ""Canada College - King's Campus"", 'COLLÈGE CANADA', 'Canada college new campus', 'Ferrier Building 2', 'college', 'Voyages En Direct University', 'Languages, Literatures, and Cultures - Hispanic Studies', 'UQAT Center in Montreal', 'Maass Chemistry Building', 'Collège Tmi', 'Université McGill', 'Collège Greystone à Montréal', 'MCMT College of Science', 'IISE Concordia Chapter', 'Macdonald-Harrington Building', 'SKYWAYS AVIATION', 'McGill Art Hive', 'Macdonald Engineering Building', 'Concordia University VA Building', 'Arts OASIS', 'HEC Montréal - Édifice Hélène-Desmarais', 'École des dirigeants HEC Montréal', 'McConnell Engineering Building', 'Concordia Card Services - Student ID', 'LB Building, Concordia University']",701.95,181.0,60,"['University of Quebec at Montreal', 'F.A.C.E. Elementary and Secondary School', 'MLS', 'EC Montreal English Language School', 'Berlitz Montréal Learning Centre', 'General Physics Corporation', ""Conseil des Fonds d'Investissement du Québec"", 'Adult Education and Vocational Training Network', 'Zumba Montreal', 'Blitz Tutorat', 'Collège MEGA', 'McGill University Office of Sustainablity', 'Canadian Institute For Health', 'McGill School of Continuing Studies', 'UQAM', 'Grade Gurus', 'McGill CPE', 'Medhat Hanbali - Film Composer', 'FARMM', 'Gemmological Institute of Montreal', '四海同游', 'Academie', 'ISART Digital Montréal Inc', '法语认证班 - 双维国际菁英教育', 'McGill University - Faculty of Law', 'School of Community and Public Affairs, Concordia University', 'Kaplan (Canada) Ltd', 'Coeur des sciences', 'Superior Technical University - ETS, Pavillon B', 'Herzing College Montreal', 'School Show-Business', 'MLS Inc', 'Trebas Institute', 'Fraser Institute', 'Academie Bar Pro', 'Zoom Académie', 'Roobet Game Store', '1501 Mcgill College', 'Kovago Voice Studio', 'School Zone', 'Académie CIVA - Formation en services bancaires, financiers et assurances', 'Language Trainers Canada', 'Johnson Cornell Boardroom', 'McGill University - Undergraduate Teaching Clinic', '集合', 'Ville marie', 'Asm Le Studio Acting School', ""Institute D'assurance"", 'Laurent Pharmaceuticals', 'Institute Leadership In Gestion', '蒙罗亚尔美术学院', 'Kpodjehoun Sodji Baba', 'Medan utara', 'College Varnier Rockland Montreal', 'Cyber 2000 Inc', 'Academic Values', 'Middle School', 'Daku', 'San Pedro', 'Manjhiyawan bhonatoli']",575.7833333333333,185
Bubble Tea Shop,45.492157,-73.709819,ChIJ2R7lBZkXyUwR7XueyWn1DEk,0,[],,,7,"['Commission Scolaire Kativik', 'TOTI Virtual Teaching', 'Garderie', 'LIFT Formation chariot élévatoire', 'Csmb', 'Safe Guard', 'Centre Corporatif Cavendish']",907.7142857142857,558
Presotea Mont-Royal,45.5236511,-73.5830342,ChIJ3fB2StMbyUwRDcUBJ-9_eWk,5,"[""GERIQ - Groupe d'études et de recherche sur l'international et le Québec"", 'École d’été: Construire l’action publique Jeunesse : un processus collectif | ENAP-Montréal', 'Projets Alpha Et Omega Inc (Les)', 'Rbq Compétence', 'Geosphair Aviation Inc.']",474.6,196.0,60,"['Laurier Elementary School', 'Yoga Sangha', 'Bancroft Elementary School', ""Nursery L'ilot Calin"", 'Academy Salsa de Montréal', 'Centre De Formation Contech', 'AUTOPOÏÉSIS', '23e Jour Communications', ""Association Student De L'enap"", 'Infopress', 'Reseau Education Medias', 'Center Musicians Du Monde', 'Rdv par Patrick G. Nadeau', ""Ėcole JEM l'informatique"", 'Sophie Lapierre Cours De Chant Fusion', ""Clinique De Lecture Et D'Ecriture"", 'National Theatre School of Canada', 'Association Feldenkrais Québec', 'École primaire Paul-Bruchési', 'Institut Pour La Diffusion Inc', 'MIND High School', 'Cooperative Teachers De Musique', 'Rainbow Elementary School', 'Converlang', 'Luciddavid Qi Gong', 'École primaire Louis-Hippolyte-Lafontaine', 'Centre de Qigong Laflamme', 'Lanaudiere Elementary School', 'St. Enfant Jesus Primary School', 'National School of Public Administration (ENAP)general information', 'Fragments Libres, École de Qi Gong', 'Rbq Compétence', 'Academy Diderot', 'Art du Chi Montréal', 'University Du Québec', 'Groupe d’étude sur la gouvernance et la passation des marchés publics', 'CMM', 'Access Trager', 'Les ateliers kikicode', 'Workshops Education Popular Du Plateau', 'Chimerik, Ateliers Théâtre', 'École primaire au Pied-de-la-Montagne - Pavillon Saint-Jean-Baptiste', 'Space Be Meditation And Yoga', 'Laurier', 'École de danse JiveStudio', 'Eric Racette (Reiki RITUALS)', 'Aria Atelier De Chant', 'Emmem', 'Anadanse', ""Centre D'éducation Somatique Du Plateau Odette Guimond"", 'Nathalie Boutrie', 'Optima Tutorat', 'Impro Sierra', 'Espace Kaya', 'mBit Game Store', 'Solution Modulaire Scolaire', 'CURSO FRANCES', 'Chez Bino Dicolo', 'Crèche & Maison', 'Schola Saint Grégoire']",664.2833333333333,194
Bubble Tea Shop,45.4796712,-73.5772715,ChIJj9j6UZIbyUwRC7oHf-dbP6g,1,['University'],1013.0,1013.0,40,"['Profaqua Inc.', 'Ali school', 'Safa Driving School', 'Fitt Studio', 'AAD Driving School', 'Garderies', 'Annex and Charlevoix', 'Cpe Biscuit Workman', 'Violin Studio - Ecole de Musique', 'Auto Ecole', 'Agence Big Bang Inc', 'Garderie Rainbow Daycare', 'CPE Paillasson', 'Saint-Henri Secondary School', 'Montreal Southwest Trade School', 'Tao Sangha Montreal', 'Victor Rousselot Elementary School', 'Mosko Academie Inc.', 'Voix de Montreal - Cours de Chant Privée avec Gino Quilico', '帅帅油画课', 'Groupe CCL International', 'CPE Tyndale St-George', 'Above Academy', 'Adopro', '阿沫学校', 'Myriam Studio', 'Dynamic Theater Factory', 'سليم حميسي', 'school', 'Charlemagne – École de milieu', 'Latin Spirit Dance School', 'Institut Chakana', 'Libyan School.montreal المدرسة الليبية مونتريال', 'Emsom', 'CPE Biscuit Saint-Antoine', 'École spécialisée Annexe Accès Ouest', 'Cavendish and Chester', 'Studio Ceramique Sud-Ouest', 'Community Center', 'Benoit Daigle']",871.8,117
Machi Machi,45.4962882,-73.5753441,ChIJLy87fL8byUwR-NUOH_z1laA,60,"['Collège of Montréal', 'Collège LaSalle', ""O'Sullivan College"", 'McGill University', 'Concordia University', 'Desautels Faculty of Management, McGill University', 'Académie Michèle-Provost', 'Middle School Inter-Dec', 'McGill Executive Institute', 'Elite Consultation & Formation Association', 'JIS education 菁华学院', 'Immersive and Creative Technologies Lab, Concordia University', 'Concordia Bootcamps', 'Herzing College Montreal', 'Canada College', 'Ordre Des Geologues', 'McGill University Service Point', 'McGill University Safety', 'McGill', 'Lasalle Service', 'Middle School De Montréal', 'English and French Language Programs', 'Department of East Asian Studies', 'Department of Atmospheric and Oceanic Sciences', 'McGill School of Continuing Studies', 'Newman Centre of McGill University', 'Résidences ETS', 'Education Canada College', 'Maison des étudiants - Pavillon E , ETS', 'Stewart Biology Building - McGill University 🎓🏫', 'John Molson School of Business', 'IISE Concordia Chapter', 'MCMT College of Science', 'Concordia University VA Building', 'Université McGill', 'Pavillon Ev Building', 'LB Building, Concordia University', 'Concordia Card Services - Student ID', 'COLLÈGE CANADA', ""Canada College - King's Campus"", '4TH SPACE, Concordia University', 'Canada college new campus', 'FiQbe', 'matralab', 'Faubourg Tower', 'Sir George Williams Campus', ""Concordia University's Centre for Creative Reuse"", 'H Building Concordia University', 'Conservative Concordia', 'JMSB', 'Concordia University Department of Computer Science and Software Engineering', 'Centre arts et santé de Concordia', 'GCES', 'Concordia University ER Building', 'CENPARMI - Concordia University', 'Concordia Model United Nations Conference', 'TAC College Solutions Inc', 'Grey Nuns Building, classroom entrance', 'Veritas College of Technology Inc.', 'Hosmer House Annex']",646.9833333333333,92.0,60,"['Collège of Montréal', 'EC Montreal English Language School', 'MLS', 'LAB Montreal - Languages Across Borders', 'Académie Michèle-Provost', 'Middle School Inter-Dec', 'General Physics Corporation', 'Summit T E C C', ""Conseil des Fonds d'Investissement du Québec"", 'ISART Digital Montréal Inc', '法语认证班 - 双维国际菁英教育', '四海同游', 'Medhat Hanbali - Film Composer', 'Academie', 'Fleur de Lys (Linguistic Services)', 'Collège MEGA', 'Grade Gurus', 'School of Community and Public Affairs, Concordia University', 'Herzing College Montreal', 'Zumba Montreal', 'Canadian Institute For Health', ""Let's Go First Aid"", 'McGill University Office of Sustainablity', 'CPE Genesis', 'McGill CPE', 'Blitz Tutorat', 'McGill University - Faculty of Law', 'Adult Education and Vocational Training Network', 'National Truck Driving School Downtown MTL. Guy. C', 'Garderie Rainbow Daycare', 'Superior Technical University - ETS, Pavillon B', 'Berlitz Montréal Learning Centre', 'McGill School of Continuing Studies', 'Alima, Centre de nutrition sociale périnatale (anciennement Dispensaire diététique de Montréal)', 'Academie Internationale De', 'Centennial College', 'Trafalgar School for Girls', 'Japanese Language School In Montreal', 'Fraser Institute', 'Beyond Education Canada', 'Fac Mtl', 'Garderie Bishop', 'Al Madinah Mosque', 'Conference Services', 'J.W. McConnell Pavillion', 'Concordia Print Shop', 'FB building', 'Mel Hoppenheim School of Cinema', 'School FB Building', 'Concordia Tour', 'Concordia Continuing Education', 'Concordia University, Guy - De Maisonneuve Building', 'GM building', 'Concordia Ffar', 'Hall Building Auditorium', 'Parking Moto', 'Qin Academy', 'Q Annex Building', 'Department of Education', 'T Annex Building']",607.2333333333333,57
Koi Bubble Tea,45.55361540000001,-73.6023232,ChIJx_q-40kZyUwR4xZHMkd2Mz4,3,"[""Centre D'Etudes Commercials"", 'Institut technique aviron', 'Tac college']",1071.3333333333333,951.0,38,"['Pierre Elliott Trudeau Elementary School', 'Saint-Mathieu Elementary School', 'Centrétudes | Tutorat, aide aux devoirs et préparation aux examens', 'Nursery Educative Saint-Barthélémy', 'Studio Culture Chant', 'la boite à paroles', 'Saint-Bernardin Elementary School - Annex', 'John F. Kennedy High School', 'Centre De Perfectionnement En', 'Salle du Royaume des Témoins de Jéhovah', 'Софи Стефан', 'Excelangue', 'Montreal Sport League', 'I T C Institut de Techniques de Contrôle-Budokan', 'Kindermusik Avec Ms. Mary-Beth', 'École primaire Saint-Barthélemy (Pavillon des Érables)', 'Sofia', ""L'appartement Des St Graleu"", 'St. Matthew Primary School - Annexe', 'Saint-Barthélemy Primary School - Sagard Pavilion', 'Nursery Le Manège Enchanté', '爵士鼓', 'Ohan Family', 'Office', 'Kevin Larchet', 'Kuttab Academy', 'Stage', 'Garderie Jardin De Mickey', 'Nursery Gigi', 'Settlement First Steps offer', 'Groupo Tres Legados', 'Garderie', 'CPE Ami-Soleil', 'Montréal Guitare', 'Bass Montréal', 'House Citoyen', 'Centre Alpha-Sourd', 'Course De Violoncelle']",759.3947368421053,189
One Babo Plaza St-Hubert,45.537396,-73.606276,ChIJOwEL5m4ZyUwRp_HojwZttjw,6,"['Alliance de la Fonction Publique', 'CEGEP', 'Boulevard Perras', 'Maestria', 'IVADO', 'Tac college']",950.6666666666666,415.0,60,"['École La Petite-Patrie, Pavillon Saint-Jean-De-La-Croix', 'Montreal Academy of Music', 'Distributions France Lecuyer Inc.', 'Zodyo Multimédia', 'MagieStrale', 'La Petite Classe Montessori', 'School Driving Eco Permis', 'QuébecGuitare.com - Cours de Guitare Privé & Suivi en Ligne', 'School Guitar De Montréal Daniel Marchand', 'School Of Music La Petite Patrie', 'École primaire Saint-Étienne', 'Le Vitrail Alternative School', 'École primaire La Mennais', 'Nursery Pandi Panda', 'Academy Sutherland Du Québec', 'Centre Educationnel Inter-Age Du Cegep Marie-Victorin', 'La Petite-Patrie Elementary School', 'St. Ambroise Primary School', 'News Acropole Canada', 'Centre canadien de recherche sur le toucher', 'Capucine Et Lulu', '235 Sainte Anne Varennes', 'Servicestutorat', 'Joan Et Mathilde', 'Academie Innatum Ecole Spec', 'Nursery Catou', 'Santinel Inc Beaubien', 'La corde libre', 'Garderie Les Petits Garnements de TaGa', ""Cage Of Soccer D L'école Saint-Ambroise"", 'Sensacion Latina', 'Jeremy Roos', 'École primaire Saint-Arsène', 'Arabesque Burlesque', 'Nathanaël Labrèche', 'Académie des QuantaPraticiens Internationale', 'Nursery Les Trésors De La Petite Italie', 'Tuition Of French I Private French Lessons - Montréal', 'School France', 'Mtl Shamisen Project', 'Sophie De Cruz', 'Escuela juan', 'Ecole Felix Lecler', 'Singing Lessons Network Euphonie', ""Catherine's"", 'Les Affûtés - Petite Italie', 'Express Voice Studio Little Italy', 'Alisha Ruiss Vocal Coach', 'Sainte-Cécile Elementary School', 'Ostéopathie Karine Massé', 'Cours De Chant ""Dévoiler Sa Voix""', 'Tienda de uniformes', 'Private English Lessons Montreal Home Business in Villeray', 'Primary School Laurier Transitoire', 'Montréal Guitare', 'Bass Montréal', ""Alexander Cook's Drum & Music Studio"", 'CPE Ami-Soleil', 'Guitar Studio Jason Field', 'Educational Center Le Jardin Urbain']",755.75,105
L2 Lounge,45.5073406,-73.5607436,ChIJV-rdslEayUwRRcBCvcRp_-8,45,"['University of Quebec in Montreal', 'Cegep of Old Montreal', 'University of Quebec at Montreal', 'ISI, Higher Institute of Computer Science', 'NAD - École des arts numériques, de l’animation et du design', ""Institut de Recherches et d'Études Féministes (IREF)"", 'School Show-Business', ""École de design de l'UQAM"", 'Laboratoire de résistance sémiotique', 'Judith Jasmin Pavilion Annex', 'Laval University - Montreal Office', 'Collège CDI - Montréal', 'EMBA McGill - HEC Montreal', 'CGH College', 'React Academy', 'mcgill', 'UQAM pavillon V', 'Startup Playground', 'HEC Montréal - Édifice Hélène-Desmarais', 'École des dirigeants HEC Montréal', 'Registrariat - UQAM', 'Volumes College', 'UQAM - Pavillon President-Kennedy', ""Service des Archives et de Gestion des Documents de l'Uqam"", 'CHOQ.ca', 'UQAM', 'Pinacoteca', 'AFELC-UQAM', 'Trebas Institute', 'Transept sud– Anciennement Cathédrale Saint-Jacques de Montréal – Maintenant UQAM', 'Ferrier Building 2', 'college', 'Mcit', 'Complexe des sciences Pierre-Dansereau', 'Foundation Uqam', 'Voyages En Direct University', 'Cybersecurity degree and certification (by Kensley College)', 'Kensley College', ""Majlis ta'lim Nurul mangsub"", 'CEGEP', 'Collège Greystone à Montréal', 'UQAT Center in Montreal', 'College Supérieur Montréal', 'Languages, Literatures, and Cultures - Hispanic Studies', 'Collège Tmi']",934.5111111111111,171.0,60,"['University of Quebec at Montreal', 'EFPHQ Vocational Training School In Hypnotherapy', 'School Show-Business', 'Elite Québec', 'Fashion College ESG UQÀM, in Partnership with the UQÀM Faculty of Arts', 'Gemmological Institute of Montreal', 'Axion 21 Centre Linguistique', 'Observatory Compétences-Emplois', 'Hexagram-UQAM', 'UQAM', 'Coeur des sciences', 'Adult Education and Vocational Training Network', 'Blitz Tutorat', 'Berlitz Montréal Learning Centre', 'Paulo Bottas - Music', 'MLS Inc', 'Superior College Of Montreal, Inc.', ""School Preparatory Music De L'uqam"", 'Recording Institute of Canada', 'Academie Bar Pro', ""Institut national de l'image et du son"", 'Kaplan (Canada) Ltd', 'Place Aux Jeunes Du Quebec', 'CGH College', 'Isi - Cegep', '학회장', 'L’Academie internationale de la conférence', 'Espi Campus Montréal', 'School of architecture, McGill University', '语言学校', 'Escuela Canada', 'Maison blanche', 'Immigration Canada', 'Kitem', 'Bar School', 'Camp By Day Photo-Entrequatreyeux', 'soccer', 'Jam Vocal Academy', 'Galerie Bejo', 'hi', 'Kendrick garderie', 'Matthew Lui Kung Fu', 'OTA Inc.', ""Centre d'évaluation de compétences linguistiques (CECL-UQAM)"", 'École de bar MADE WITH LOVE Bar School', 'School Alexandra', 'Ela Jambo', 'Dokoma', 'Ecole de management INSA School of Management', 'Old Boucheron Language School (1988)', 'School', 'Formation BartendOne', 'École Alemán', 'School Circus', 'Vision Nova Lingua', 'CPE', 'ilsc', 'Montreal School of Jewelery', 'Training Center Éducagir', 'Fusion Youth']",755.1833333333333,171
Panda Boba-T,45.58712449999999,-73.5616932,ChIJ45CGLJsfyUwRWiP2fHXJRnk,1,['Saurabh vishwakarma'],1117.0,1117.0,16,"['École primaire Guillaume-Couture', 'Centre Tétreaultville', 'Espace Voix | Singing Lessons And Music', 'Tutoring Carole Senécal', 'Primary school of Roseraies', 'Garderie Ma Petite School Beaubien', 'Course Español', 'Vantri Nguyen', 'Urgel Borgie', 'École secondaire Louis-Riel', 'Crdited De Montreal', ""Formation de Barbier L'Académie SE"", 'Formation Rcr Prepose Aux Beneficiaires', 'Training Prépose Aux Personnes Âgée En Milieu De Soins', 'École primaire alternative Albatros', 'Saint-Fabien Elementary School']",887.75,303
Presotea Côte-Vertu,45.5141807,-73.68235109999999,ChIJ49-SBx4ZyUwROLESZWQUAeQ,8,"['821 Sainte Croix Ave, Saint – Laurent, Montreal', 'CEGEP', 'CEGEP', 'Vanier College', 'CEGEP', 'CEGEP', 'N Building', 'Cegep Saint Laurent']",867.625,447.0,41,"['3D VR Driving School', 'École de conduite • PRESTIGE • Driving School', 'Garvey Institute Inc', 'Experts Conseils et Formation', 'École primaire alternative Jonathan', 'School Secondary Saint Laurent Building Saint-Germain', 'La Class Auto School', 'Peter Hall School Côte-Vertu', 'Cea Outremont Édifice Fillion', 'Grands-Êtres Primary School', 'Parkdale Elementary School', 'École primaire Cardinal-Léger', 'Ville Marie Montessori School', 'Summit School-Ecole Le Sommet', 'Peter Hall School Ouimet', 'UCMAS Abacus & Mental Math School', '1195 Obrien', 'Xu Zhi Violin', 'مدرسه ساره', 'Katimavik Elementary School | Katimavik Building', 'Museum Des Attisans', 'Garderie les amis de Meda', 'College HC 汇程教育', 'Brazil School', 'Chorale - Bach Et Baroque', 'École primaire Enfant-Soleil', ""Pantonal Centres D'études Musicales"", 'Endurance Meritas', 'HONG BANG Vietnamese Language School', 'TaiChi', '蒙特利尔琴与炉音乐教育中心', 'Edouard-Laurin Elementary School', 'School Lever Du Soleil', 'ANNA Daycare', ""L' atelier La girelle"", 'Scholl', 'École Secondaire Pierre-Laporte', 'Pico high school', 'École 2/1475 rue Deguire ,Saint -Laurent,QC H4L1M4', 'flamesh', 'School']",807.7073170731708,43
